id,repo,method,docstring,path,helpers,gptOutput
6621cd80cda9bd4817b10f64,tony19/logback-android,"public Map<String, String> getEffectiveConverterMap() {
    Map<String, String> effectiveMap = new HashMap<String, String>();

    // add the least specific map fist
    Map<String, String> defaultMap = getDefaultConverterMap();
    if (defaultMap != null) {
      effectiveMap.putAll(defaultMap);
    }

    // contextMap is more specific than the default map
    Context context = getContext();
    if (context != null) {
      @SuppressWarnings(""unchecked"")
      Map<String, String> contextMap = (Map<String, String>) context
          .getObject(CoreConstants.PATTERN_RULE_REGISTRY);
      if (contextMap != null) {
        effectiveMap.putAll(contextMap);
      }
    }
    return effectiveMap;
  }",Returns a map where the default converter map is merged with the map contained in the context .,logback-android/src/main/java/ch/qos/logback/core/html/HTMLLayoutBase.java,"[{'Syntax': 'getDefaultConverterMap()', 'FunctionName': 'getDefaultConverterMap', 'ArgsCount': 0, 'MethodBody': 'public  Map<String, String> getDefaultConverterMap() {\n    return converterMap;\n  }', 'FileName': '/tony19/logback-android/logback-android/src/test/java/ch/qos/logback/core/pattern/parser/SamplePatternLayout.java'}, {'Syntax': 'getContext()', 'FunctionName': 'getContext', 'ArgsCount': 0, 'MethodBody': 'abstract public Context getContext();', 'FileName': '/tony19/logback-android/logback-android/src/test/java/ch/qos/logback/core/pattern/parser/AbstractPatternLayoutBaseTest.java'}, {'Syntax': 'context\n          .getObject(CoreConstants.PATTERN_RULE_REGISTRY)', 'FunctionName': 'getObject', 'ArgsCount': 1, 'MethodBody': 'public Object getObject(String key) {\n    return objectMap.get(key);\n  }', 'FileName': '/tony19/logback-android/logback-android/src/main/java/ch/qos/logback/core/ContextBase.java'}]"
6621cda7cda9bd4817b112ac,blademainer/common_utils,"private String consume(String line) {
        int index = (this.inComment ? endComment(line) : startComment(line));
        return (index == -1 ? null : line.substring(index));
    }",Consume the next comment token update the inComment flag and return the remaining content .,common_helper/src/main/java/com/xiongyingqi/util/xml/XmlValidationModeDetector.java,"[{'Syntax': 'endComment(line)', 'FunctionName': 'endComment', 'ArgsCount': 1, 'MethodBody': 'private int endComment(String line) {\n        return commentToken(line, END_COMMENT, false);\n    }', 'FileName': '/blademainer/common_utils/common_helper/src/main/java/com/xiongyingqi/util/xml/XmlValidationModeDetector.java'}, {'Syntax': 'startComment(line)', 'FunctionName': 'startComment', 'ArgsCount': 1, 'MethodBody': 'private int startComment(String line) {\n        return commentToken(line, START_COMMENT, true);\n    }', 'FileName': '/blademainer/common_utils/common_helper/src/main/java/com/xiongyingqi/util/xml/XmlValidationModeDetector.java'}]"
6621cda7cda9bd4817b112ad,Unidata/thredds,"boolean isChildOf(H5Group that) {
      if (parent == null) return false;
      if (parent == that) return true;
      return parent.isChildOf(that);
    }",is this a child of that ?,cdm/src/main/java/ucar/nc2/iosp/hdf5/H5header.java,[]
6621cda7cda9bd4817b112ae,rupertlssmith/lojix,"public static void restoreValues(Object ob, Map<String, Object> values) throws NoSuchFieldException
    {
        /*log.fine(""public void restore(Object ob): called"");*/
        /*log.fine(""Object to restore to has the type: "" + ob.getClass());*/

        // Get the class of th object to restore to.
        Class obClass = ob.getClass();

        // Loop over all the stored properties.
        for (String propName : values.keySet())
        {
            // Get the cached property from this mementos store.
            Object nextValue = values.get(propName);
            /*log.fine(""Next property to restore is: "" + propName);*/
            /*log.fine(""Next value to restore is: "" + nextValue);*/

            // Used to hold the value to set.
            Object paramValue;

            // Used to hold the type of the value to set.
            Class paramType;

            // Check if the value store is a null.
            if (nextValue == null)
            {
                paramValue = null;
                paramType = null;
            }

            // Check if the value to store is a multi type data object.
            else if (nextValue instanceof TypeConverter.MultiTypeData)
            {
                /*log.fine(""The value to restore is a multi typed data object."");*/

                TypeConverter.MultiTypeData multiValue = (TypeConverter.MultiTypeData) nextValue;

                // Get the types (classes) of all the possible 'setter' methods for the property.
                Set<Class> setterTypes = ReflectionUtils.findMatchingSetters(ob.getClass(), propName);
                /*log.fine(""setterTypes = "" + setterTypes);*/

                // Use the type converter to get the best matching type with the multi data.
                paramType = TypeConverter.bestMatchingConversion(multiValue, setterTypes);

                // Convert the multi data to an object of the appropriate type.
                paramValue = TypeConverter.convert(multiValue, paramType);
            }

            // The value to store is not a multi type.
            else
            {
                /*log.fine(""The value to restore is a simply typed data object."");*/

                // Get the type and value of the plain type to set.
                paramValue = nextValue;
                paramType = nextValue.getClass();
            }

            /*log.fine(""paramValue = "" + paramValue);*/
            /*log.fine(""paramType = "" + paramType);*/

            // Call the setter method with the new property value, checking first that the property has a matching
            // 'setter' method.
            Method setterMethod;

            try
            {
                // Convert the first letter of the property name to upper case to match against the upper case version
                // of it that will be in the setter method name. For example the property test will have a setter method
                // called setTest.
                String upperPropertyName = Character.toUpperCase(propName.charAt(0)) + propName.substring(1);

                // Try to find an appropriate setter method on the object to call.
                setterMethod = obClass.getMethod(""set"" + upperPropertyName, paramType);

                // Call the setter method with the new property value.
                Object[] params = new Object[] { paramValue };
                setterMethod.invoke(ob, params);
            }
            catch (NoSuchMethodException e)
            {
                // Do nothing as properties may have getters but no setter for read only properties.
                /*log.log(java.util.logging.Level.FINE, ""A setter method could not be found for "" + propName + ""."", e);*/

                /*
                // The object does not have a matching setter method for the type.
                NoSuchFieldException nsfe = new NoSuchFieldException(""The object does not have a matching setter "" +
                                                                     ""method 'set"" + propName + ""'."");
                nsfe.initCause(e);
                throw nsfe;
                */
            }
            catch (IllegalAccessException e)
            {
                /*log.log(java.util.logging.Level.FINE, ""IllegalAccessException during call to setter method."", e);*/
            }
            catch (InvocationTargetException e)
            {
                /*log.log(java.util.logging.Level.FINE, ""InvocationTargetException during call to setter method."", e);*/
            }
        }
    }",Restores the properties currently in this memento to the specified object .,base/common/src/main/com/thesett/common/reflect/BeanMemento.java,"[{'Syntax': 'values.keySet()', 'FunctionName': 'keySet', 'ArgsCount': 0, 'MethodBody': 'public Set keySet()\n    {\n        // Synchronize on the cache to ensure its integrity in a multi-threaded environment.\n        synchronized (cache)\n        {\n            return cache.keySet();\n        }\n    }', 'FileName': '/rupertlssmith/lojix/base/common/src/main/com/thesett/common/util/TimeoutMap.java'}, {'Syntax': 'values.get(propName)', 'FunctionName': 'get', 'ArgsCount': 1, 'MethodBody': 'public Object get(String name)\n    {\n        return pageContext.getAttribute(name, scope);\n    }', 'FileName': '/rupertlssmith/lojix/base/struts-tools/src/main/com/thesett/common/webapp/tags/ScopeHelper.java'}, {'Syntax': 'ReflectionUtils.findMatchingSetters(ob.getClass(), propName)', 'FunctionName': 'findMatchingSetters', 'ArgsCount': 2, 'MethodBody': 'public static Set<Class> findMatchingSetters(Class obClass, String propertyName)\n    {\n        /*log.fine(""private Set<Class> findMatchingSetters(Object ob, String propertyName): called"");*/\n        Set<Class> types = new HashSet<Class>();\n\n        // Convert the first letter of the property name to upper case to match against the upper case version of\n        // it that will be in the setter method name. For example the property test will have a setter method called\n        // setTest.\n        String upperPropertyName = Character.toUpperCase(propertyName.charAt(0)) + propertyName.substring(1);\n\n        // Scan through all the objects methods.\n        Method[] methods = obClass.getMethods();\n\n        for (Method nextMethod : methods)\n        {\n            // Get the next method.\n            /*log.fine(""nextMethod = "" + nextMethod.getName());*/\n            // Check if a method has the correct name, accessibility and the correct number of arguments to be a setter\n            // method for the property.\n            String methodName = nextMethod.getName();\n\n            if (methodName.equals(""set"" + upperPropertyName) && Modifier.isPublic(nextMethod.getModifiers()) &&\n                    (nextMethod.getParameterTypes().length == 1))\n            {\n                /*log.fine(methodName + "" is a valid setter method for the property "" + propertyName +\n                        "" with argument of type "" + nextMethod.getParameterTypes()[0]);*/\n\n                // Add its argument type to the array of setter types.\n                types.add(nextMethod.getParameterTypes()[0]);\n            }\n        }\n\n        return types;\n    }', 'FileName': '/rupertlssmith/lojix/base/common/src/main/com/thesett/common/util/ReflectionUtils.java'}, {'Syntax': 'TypeConverter.bestMatchingConversion(multiValue, setterTypes)', 'FunctionName': 'bestMatchingConversion', 'ArgsCount': 2, 'MethodBody': 'public static Class bestMatchingConversion(MultiTypeData d, Collection<Class> types)\n    {\n        /*log.fine(""public static Class bestMatchingConvertion(MultiTypeData d, Set<Class> types): called"");*/\n        /*log.fine(""d = "" + d);*/\n        /*log.fine(""types = "" + types);*/\n\n        // Try to match the native type first before trying the convertions.\n        switch (d.nativeType)\n        {\n        case OBJECT:\n        {\n            // Check if the matching Object class can be found in the set of possible classes.\n            if (types.contains(d.objectValue.getClass()))\n            {\n                return d.objectValue.getClass();\n            }\n\n            break;\n        }\n\n        case BOOLEAN:\n        {\n            // Check if boolean is in the set of possible classes to match.\n            if (types.contains(boolean.class))\n            {\n                return boolean.class;\n            }\n            else if (types.contains(Boolean.class))\n            {\n                return Boolean.class;\n            }\n\n            break;\n        }\n\n        case CHAR:\n        {\n            // Check if char is in the set of possible classes to match.\n            if (types.contains(char.class))\n            {\n                return char.class;\n            }\n            else if (types.contains(Character.class))\n            {\n                return Character.class;\n            }\n\n            break;\n        }\n\n        case BYTE:\n        {\n            // Check if byte is in the set of possible classes to match.\n            if (types.contains(byte.class))\n            {\n                return byte.class;\n            }\n            else if (types.contains(Byte.class))\n            {\n                return Byte.class;\n            }\n\n            break;\n        }\n\n        case SHORT:\n        {\n            // Check if short is in the set of possible classes to match.\n            if (types.contains(short.class))\n            {\n                return short.class;\n            }\n            else if (types.contains(Short.class))\n            {\n                return Short.class;\n            }\n\n            break;\n        }\n\n        case INT:\n        {\n            // Check if int is in the set of possible classes to match.\n            if (types.contains(int.class))\n            {\n                return int.class;\n            }\n            else if (types.contains(Integer.class))\n            {\n                return Integer.class;\n            }\n\n            break;\n        }\n\n        case LONG:\n        {\n            // Check if long is in the set of possible classes to match.\n            if (types.contains(long.class))\n            {\n                return long.class;\n            }\n            else if (types.contains(Long.class))\n            {\n                return Long.class;\n            }\n\n            break;\n        }\n\n        case FLOAT:\n        {\n            // Check if float is in the set of possible classes to match.\n            if (types.contains(float.class))\n            {\n                return float.class;\n            }\n            else if (types.contains(Float.class))\n            {\n                return Float.class;\n            }\n\n            break;\n        }\n\n        case DOUBLE:\n        {\n            // Check if double is in the set of possible classes to match.\n            if (types.contains(double.class))\n            {\n                return double.class;\n            }\n            else if (types.contains(Double.class))\n            {\n                return Double.class;\n            }\n\n            break;\n        }\n\n        case STRING:\n        {\n            // Check if String is in the set of possible classes to match.\n            if (types.contains(String.class))\n            {\n                return String.class;\n            }\n\n            break;\n        }\n\n        default:\n        {\n            throw new IllegalStateException(""Unknown MultiTypeData type."");\n        }\n        }\n\n        // Check if the multi type can be converted to a boolean and boolean is in the set of possible convertions.\n        if (((d.typeFlags & BOOLEAN) != 0) && types.contains(boolean.class))\n        {\n            return boolean.class;\n        }\n        else if (((d.typeFlags & BOOLEAN) != 0) && types.contains(Boolean.class))\n        {\n            return Boolean.class;\n        }\n\n        // Check if the multi type can be converted to a byte and byte is in the set of possible convertions.\n        else if (((d.typeFlags & BYTE) != 0) && types.contains(byte.class))\n        {\n            return byte.class;\n        }\n        else if (((d.typeFlags & BYTE) != 0) && types.contains(Byte.class))\n        {\n            return Byte.class;\n        }\n\n        // Check if the multi type can be converted to a char and char is in the set of possible convertions.\n        else if (((d.typeFlags & CHAR) != 0) && types.contains(char.class))\n        {\n            return char.class;\n        }\n        else if (((d.typeFlags & CHAR) != 0) && types.contains(Character.class))\n        {\n            return Character.class;\n        }\n\n        // Check if the multi type can be converted to a short and short is in the set of possible convertions.\n        else if (((d.typeFlags & SHORT) != 0) && types.contains(short.class))\n        {\n            return short.class;\n        }\n        else if (((d.typeFlags & SHORT) != 0) && types.contains(Short.class))\n        {\n            return Short.class;\n        }\n\n        // Check if the multi type can be converted to a int and int is in the set of possible convertions.\n        else if (((d.typeFlags & INT) != 0) && types.contains(int.class))\n        {\n            return int.class;\n        }\n        else if (((d.typeFlags & INT) != 0) && types.contains(Integer.class))\n        {\n            return Integer.class;\n        }\n\n        // Check if the multi type can be converted to a long and long is in the set of possible convertions.\n        else if (((d.typeFlags & LONG) != 0) && types.contains(long.class))\n        {\n            return long.class;\n        }\n        else if (((d.typeFlags & LONG) != 0) && types.contains(Long.class))\n        {\n            return Long.class;\n        }\n\n        // Check if the multi type can be converted to a float and float is in the set of possible convertions.\n        else if (((d.typeFlags & FLOAT) != 0) && types.contains(float.class))\n        {\n            return float.class;\n        }\n        else if (((d.typeFlags & FLOAT) != 0) && types.contains(Float.class))\n        {\n            return Float.class;\n        }\n\n        // Check if the multi type can be converted to a double and double is in the set of possible convertions.\n        else if (((d.typeFlags & DOUBLE) != 0) && types.contains(double.class))\n        {\n            return double.class;\n        }\n        else if (((d.typeFlags & DOUBLE) != 0) && types.contains(Double.class))\n        {\n            return Double.class;\n        }\n\n        // Check if the multi type can be converted to a String and String is in the set of possible convertions.\n        else if (((d.typeFlags & STRING) != 0) && types.contains(String.class))\n        {\n            return String.class;\n        }\n\n        // No matching type convertion found so return null.\n        else\n        {\n            return null;\n        }\n    }', 'FileName': '/rupertlssmith/lojix/base/common/src/main/com/thesett/common/util/TypeConverter.java'}, {'Syntax': 'TypeConverter.convert(multiValue, paramType)', 'FunctionName': 'convert', 'ArgsCount': 2, 'MethodBody': 'public static Object convert(MultiTypeData d, Class c)\n    {\n        // Check if it is an boolean convertion.\n        if (((d.typeFlags & BOOLEAN) != 0) && (Boolean.TYPE.equals(c) || Boolean.class.equals(c)))\n        {\n            return d.booleanValue;\n        }\n\n        // Check if it is an int convertion.\n        else if (((d.typeFlags & INT) != 0) && (Integer.TYPE.equals(c) || Integer.class.equals(c)))\n        {\n            return d.intValue;\n        }\n\n        // Check if it is an char convertion.\n        else if (((d.typeFlags & CHAR) != 0) && (Character.TYPE.equals(c) || Character.class.equals(c)))\n        {\n            return d.charValue;\n        }\n\n        // Check if it is an byte convertion.\n        else if (((d.typeFlags & BYTE) != 0) && (Byte.TYPE.equals(c) || Byte.class.equals(c)))\n        {\n            return d.byteValue;\n        }\n\n        // Check if it is an short convertion.\n        else if (((d.typeFlags & SHORT) != 0) && (Short.TYPE.equals(c) || Short.class.equals(c)))\n        {\n            return d.shortValue;\n        }\n\n        // Check if it is an long convertion.\n        else if (((d.typeFlags & LONG) != 0) && (Long.TYPE.equals(c) || Long.class.equals(c)))\n        {\n            return d.longValue;\n        }\n\n        // Check if it is an float convertion.\n        else if (((d.typeFlags & FLOAT) != 0) && (Float.TYPE.equals(c) || Float.class.equals(c)))\n        {\n            return d.floatValue;\n        }\n\n        // Check if it is an double convertion.\n        else if (((d.typeFlags & DOUBLE) != 0) && (Double.TYPE.equals(c) || Double.class.equals(c)))\n        {\n            return d.doubleValue;\n        }\n\n        // Check if it is a string convertion.\n        else if (((d.typeFlags & STRING) != 0) && String.class.equals(c))\n        {\n            return d.stringValue;\n        }\n\n        // Check if it is an object convertion and th object types match.\n        else if (((d.typeFlags & OBJECT) != 0) && d.objectValue.getClass().equals(c))\n        {\n            return d.objectValue;\n        }\n\n        // Throw a class cast exception if the multi data type cannot be converted to the specified class.\n        else\n        {\n            throw new ClassCastException(""The multi data type, "" + d + "", cannot be converted to the class, "" + c +\n                ""."");\n        }\n    }', 'FileName': '/rupertlssmith/lojix/base/common/src/main/com/thesett/common/util/TypeConverter.java'}, {'Syntax': 'propName.charAt(0)', 'FunctionName': 'charAt', 'ArgsCount': 1, 'MethodBody': 'public char charAt(int index)\n    {\n        return (char) data.get(offset + index);\n    }', 'FileName': '/rupertlssmith/lojix/base/common/src/main/com/thesett/common/util/ASCIIByteBufferString.java'}]"
6621cda7cda9bd4817b112af,oaqa/baseqa,"public FSList getTypes() {
    if (Concept_Type.featOkTst && ((Concept_Type)jcasType).casFeat_types == null)
      jcasType.jcas.throwFeatMissing(""types"", ""edu.cmu.lti.oaqa.type.kb.Concept"");
    return (FSList)(jcasType.ll_cas.ll_getFSForRef(jcasType.ll_cas.ll_getRefValue(addr, ((Concept_Type)jcasType).casFeatCode_types)));}",getter for types - gets A list of concept types that the concept belongs to .,src/main/java/edu/cmu/lti/oaqa/type/kb/Concept.java,[]
6621cda7cda9bd4817b112b0,streamsets/datacollector,"public void logDetails() {
    if(isValid()) {
      return;
    }

    LOG.warn(""Validation results for {}"", name);

    if(!unparseablePaths.isEmpty()) {
      LOG.warn(""Can't parse the following artifacts:"");
      for(String path : unparseablePaths) {
        LOG.warn(""  {}"", path);
      }
    }

    if(!versionCollisions.isEmpty()) {
      LOG.warn(""Detected colliding dependency versions:"");
      for(Map.Entry<String, Map<String, List<Dependency>>> entry : versionCollisions.entrySet()) {
        LOG.warn(""  Dependency {} have versions: {}"", entry.getKey(), StringUtils.join(entry.getValue().keySet(), "", ""));
        for(Map.Entry<String, List<Dependency>> versionEntry : entry.getValue().entrySet()) {
          LOG.warn(""    Version: {}"", versionEntry.getKey());
          for(Dependency dependency: versionEntry.getValue()) {
            LOG.warn(""      {}"", dependency.getSourceName());
          }
        }
      }
    }
  }",Generate small report into log .,container/src/main/java/com/streamsets/datacollector/classpath/ClasspathValidatorResult.java,[]
6621cda7cda9bd4817b112b1,streamsets/datacollector,"public static boolean getCustomLocation(Record metadataRecord) throws HiveStageCheckedException{
    if (metadataRecord.get(SEP + VERSION).getValueAsInteger() < 3) {
      return DEFAULT_CUSTOM_LOCATION;
    }

    if (metadataRecord.has(SEP + CUSTOM_LOCATION)) {
      return metadataRecord.get(SEP + CUSTOM_LOCATION).getValueAsBoolean();
    }
    throw new HiveStageCheckedException(Errors.HIVE_17, CUSTOM_LOCATION, metadataRecord);
  }",Get the customLocation flag from the metadata record . This flag marks whether or not the Hive database object is stored into a custom path on the Hadoop filesystem . In both cases the path is stored in the location field of the metadata record .,hive-protolib/src/main/java/com/streamsets/pipeline/stage/lib/hive/HiveMetastoreUtil.java,[]
6621cda7cda9bd4817b112b2,eclipse/packagedrone,"private String findAlias(String varName) {

	if (aliases == null)
	    return varName;

	String alias = aliases.get(varName);
	if (alias == null) {
	    return varName;
	}
	return alias;
    }",Checks to see if the given variable name is used as an alias and if so returns the variable name for which it is used as an alias .,bundles/org.apache.jasper.glassfish/src/org/apache/jasper/runtime/JspContextWrapper.java,"[{'Syntax': 'aliases.get(varName)', 'FunctionName': 'get', 'ArgsCount': 1, 'MethodBody': 'protected void get ( final String url )\n    {\n        System.out.println ( ""Getting: "" + url );\n        this.context.getResolved ( url );\n    }', 'FileName': '/eclipse/packagedrone/testing/server-test/src/test/java/org/eclipse/packagedrone/testing/server/channel/ChannelTester.java'}]"
6621cda7cda9bd4817b112b3,js-lib-com/tiny-container,"@Override
	public Object read(InputStream inputStream, Type type) throws IOException {
		try {
			return json.parse(new InputStreamReader(inputStream, ""UTF-8""), type);
		} catch (JsonException | ClassCastException | UnsupportedEncodingException e) {
			throw new IllegalArgumentException(e.getMessage());
		}
	}",Parse JSON from input stream accordingly given type . Return parsed object .,src/main/java/js/http/encoder/JsonArgumentsReader.java,"[{'Syntax': 'json.parse(new InputStreamReader(inputStream, ""UTF-8""), type)', 'FunctionName': 'parse', 'ArgsCount': 2, 'MethodBody': '@Override\n\tpublic void parse(Schedule schedule, CalendarEx calendar) {\n\t\tParams.notNull(schedule, ""Schedule"");\n\t\tParams.notNull(calendar, ""Calendar"");\n\n\t\tint minimum = calendar.getActualMinimum(CalendarUnit.MONTH);\n\t\tint maximum = calendar.getActualMaximum(CalendarUnit.MONTH);\n\n\t\tITextualParser textualParser = value -> ALIASES.get(value.toLowerCase());\n\t\tExpressionParser expressionParser = new ExpressionParser(textualParser);\n\t\tvalues = expressionParser.parseExpression(schedule.month(), minimum, maximum);\n\t}', 'FileName': '/js-lib-com/tiny-container/tiny-timer/src/main/java/com/jslib/container/timer/MonthExpressionParser.java'}]"
6621cda7cda9bd4817b112b4,intellimate/IzouSDK,"public static Optional<EndedEvent> createEndedEvent(Identification source) {
        try {
            EndedEvent stopRequest = new EndedEvent(source);
            return Optional.of(stopRequest);
        } catch (IllegalArgumentException e) {
            return Optional.empty();
        }
    }",creates a new EndedEvent,src/main/java/org/intellimate/izou/sdk/frameworks/permanentSoundOutput/events/EndedEvent.java,[]
6621cda7cda9bd4817b112b5,kiegroup/droolsjbpm-tools,"public static ImageDescriptor getImageDescriptor(String id) {
        ImageDescriptor retVal = getDefault().getImageRegistry().getDescriptor(id);
        if (retVal == null) {
            retVal = loadImageDescriptor(id);
            getDefault().getImageRegistry().put(id, retVal);
        }
        return retVal;
    }",Returns an image descriptor for the image file at the given plug - in relative path,drools-eclipse/org.guvnor.tools/src/org/guvnor/tools/Activator.java,"[{'Syntax': 'getDefault().getImageRegistry()', 'FunctionName': 'getImageRegistry', 'ArgsCount': 0, 'MethodBody': 'public static ImageRegistry getImageRegistry() {\n        if (imageRegistry == null) {\n            initializeImageRegistry();\n        }\n        return imageRegistry;\n    }', 'FileName': '/kiegroup/droolsjbpm-tools/drools-eclipse/org.drools.eclipse/src/main/java/org/drools/eclipse/DroolsPluginImages.java'}, {'Syntax': 'getDefault()', 'FunctionName': 'getDefault', 'ArgsCount': 0, 'MethodBody': 'public static DroolsEclipsePlugin getDefault() {\n        return plugin;\n    }', 'FileName': '/kiegroup/droolsjbpm-tools/drools-eclipse/org.drools.eclipse/src/main/java/org/drools/eclipse/DroolsEclipsePlugin.java'}, {'Syntax': 'loadImageDescriptor(id)', 'FunctionName': 'loadImageDescriptor', 'ArgsCount': 1, 'MethodBody': 'private static ImageDescriptor loadImageDescriptor(String id) {\n        String iconPath = ""icons/""; //$NON-NLS-1$\n\n        try {\n            URL installURL = Activator.getDefault().getBundle().getEntry(""/""); //$NON-NLS-1$\n            URL url = new URL(installURL, iconPath + id);\n            return ImageDescriptor.createFromURL(url);\n        } catch (MalformedURLException e) {\n            return ImageDescriptor.getMissingImageDescriptor();\n        }\n    }', 'FileName': '/kiegroup/droolsjbpm-tools/drools-eclipse/org.guvnor.tools/src/org/guvnor/tools/Activator.java'}, {'Syntax': 'getDefault().getImageRegistry().put(id, retVal)', 'FunctionName': 'put', 'ArgsCount': 2, 'MethodBody': 'public void put(String key, String value);', 'FileName': '/kiegroup/droolsjbpm-tools/drools-eclipse/org.guvnor.eclipse.webdav/src/interface/org/eclipse/webdav/IContext.java'}, {'Syntax': 'getDefault().getImageRegistry()', 'FunctionName': 'getImageRegistry', 'ArgsCount': 0, 'MethodBody': 'public static ImageRegistry getImageRegistry() {\n        if (imageRegistry == null) {\n            initializeImageRegistry();\n        }\n        return imageRegistry;\n    }', 'FileName': '/kiegroup/droolsjbpm-tools/drools-eclipse/org.drools.eclipse/src/main/java/org/drools/eclipse/DroolsPluginImages.java'}, {'Syntax': 'getDefault()', 'FunctionName': 'getDefault', 'ArgsCount': 0, 'MethodBody': 'public static DroolsEclipsePlugin getDefault() {\n        return plugin;\n    }', 'FileName': '/kiegroup/droolsjbpm-tools/drools-eclipse/org.drools.eclipse/src/main/java/org/drools/eclipse/DroolsEclipsePlugin.java'}]"
6621cda7cda9bd4817b112b6,Unidata/thredds,"public Field.Date addDateField(String fldName, String label, Date defValue) {
    Field.Date fld = new Field.Date(fldName, label, defValue, storeData);
    addField( new FieldResizable(fld, this));
    return fld;
  }",Add a field that edits a date,ui/src/main/java/ucar/util/prefs/ui/PrefPanel.java,[]
6621cda7cda9bd4817b112b7,ngageoint/geopackage-android,"public void setStyleDefault(FeatureRow featureRow, StyleRow style) {
        setStyle(featureRow.getTable().getTableName(), featureRow.getId(),
                null, style);
    }",Set the default style of the feature row,geopackage-sdk/src/main/java/mil/nga/geopackage/extension/style/FeatureStyleExtension.java,"[{'Syntax': 'setStyle(featureRow.getTable().getTableName(), featureRow.getId(),\n                null, style)', 'FunctionName': 'setStyle', 'ArgsCount': 4, 'MethodBody': 'public void setStyle(String featureTable, long featureId,\n                         GeometryType geometryType, StyleRow style) {\n        deleteStyle(featureTable, featureId, geometryType);\n        if (style != null) {\n\n            createStyleRelationship(featureTable);\n\n            long styleId = getOrInsertStyle(style);\n\n            StyleMappingDao mappingDao = getStyleMappingDao(featureTable);\n            insertStyleMapping(mappingDao, featureId, styleId, geometryType);\n\n        }\n    }', 'FileName': '/ngageoint/geopackage-android/geopackage-sdk/src/main/java/mil/nga/geopackage/extension/nga/style/FeatureStyleExtension.java'}, {'Syntax': 'featureRow.getTable().getTableName()', 'FunctionName': 'getTableName', 'ArgsCount': 0, 'MethodBody': '@Override\n    public String getTableName() {\n        return table.getTableName();\n    }', 'FileName': '/ngageoint/geopackage-android/geopackage-sdk/src/main/java/mil/nga/geopackage/user/UserCursor.java'}, {'Syntax': 'featureRow.getTable()', 'FunctionName': 'getTable', 'ArgsCount': 0, 'MethodBody': 'public TTable getTable() {\n        return table;\n    }', 'FileName': '/ngageoint/geopackage-android/geopackage-sdk/src/main/java/mil/nga/geopackage/user/UserConnection.java'}, {'Syntax': 'featureRow.getId()', 'FunctionName': 'getId', 'ArgsCount': 0, 'MethodBody': '@Override\n    public long getId() {\n        long id = -1;\n\n        TColumn pkColumn = columns.getPkColumn();\n        if (pkColumn == null) {\n            StringBuilder error = new StringBuilder(\n                    ""No primary key column in "");\n            if (columns.isCustom()) {\n                error.append(""custom specified table columns. "");\n            }\n            error.append(""table: "" + columns.getTableName());\n            if (columns.isCustom()) {\n                error.append("", columns: "" + columns.getColumnNames());\n            }\n            throw new GeoPackageException(error.toString());\n        }\n\n        Object objectValue = getValue(pkColumn);\n        if (objectValue instanceof Number) {\n            id = ((Number) objectValue).longValue();\n        } else {\n            throw new GeoPackageException(\n                    ""Primary Key value was not a number. table: ""\n                            + columns.getTableName() + "", index: ""\n                            + pkColumn.getIndex() + "", name: ""\n                            + pkColumn.getName() + "", value: "" + objectValue);\n        }\n\n        return id;\n    }', 'FileName': '/ngageoint/geopackage-android/geopackage-sdk/src/main/java/mil/nga/geopackage/user/UserCursor.java'}]"
