method,docstring,_id
"public TemplateAvailabilityProvider getProvider(String view, Environment environment, ClassLoader classLoader,
			ResourceLoader resourceLoader) {
		Assert.notNull(view, ""View must not be null"");
		Assert.notNull(environment, ""Environment must not be null"");
		Assert.notNull(classLoader, ""ClassLoader must not be null"");
		Assert.notNull(resourceLoader, ""ResourceLoader must not be null"");
		Boolean useCache = environment.getProperty(""spring.template.provider.cache"", Boolean.class, true);
		if (!useCache) {
			return findProvider(view, environment, classLoader, resourceLoader);
		}
		TemplateAvailabilityProvider provider = this.resolved.get(view);
		if (provider == null) {
			synchronized (this.cache) {
				provider = findProvider(view, environment, classLoader, resourceLoader);
				provider = (provider != null) ? provider : NONE;
				this.resolved.put(view, provider);
				this.cache.put(view, provider);
			}
		}
		return (provider != NONE) ? provider : null;
	}","/**
	 * Get the provider that can be used to render the given view.
	 * @param view the view to render
	 * @param environment the environment
	 * @param classLoader the class loader
	 * @param resourceLoader the resource loader
	 * @return a {@link TemplateAvailabilityProvider} or null
	 */",67087d9d82a3a5339cc3dcbd
"static JMXConnector connect(int port) throws IOException {
		String url = ""service:jmx:rmi:///jndi/rmi://127.0.0.1:"" + port + ""/jmxrmi"";
		JMXServiceURL serviceUrl = new JMXServiceURL(url);
		return JMXConnectorFactory.connect(serviceUrl, null);
	}","/**
	 * Create a connector for an {@link javax.management.MBeanServer} exposed on the
	 * current machine and the current port. Security should be disabled.
	 * @param port the port on which the mbean server is exposed
	 * @return a connection
	 * @throws IOException if the connection to that server failed
	 */",67087d9d82a3a5339cc3dcbe
"public final <V> void writeMap(final Map<String, V> map, final Writer<V> valueWriter) throws IOException {
        writeMap(map, StreamOutput::writeString, valueWriter);
    }","/**
     * Same as {@link #writeMap(Map, Writer, Writer)} but for {@code String} keys.
     */",67087d9d82a3a5339cc3dcbf
"private static boolean renameIndexFile(
      final FileSystem outputFS,
      final Path indexZipFilePath,
      final Path finalIndexZipFilePath
  )
  {
    try {
      return RetryUtils.retry(
          () -> {
            final boolean needRename;

            if (outputFS.exists(finalIndexZipFilePath)) {
              // NativeS3FileSystem.rename won't overwrite, so we might need to delete the old index first
              final FileStatus zipFile = outputFS.getFileStatus(indexZipFilePath);
              final FileStatus finalIndexZipFile = outputFS.getFileStatus(finalIndexZipFilePath);

              if (zipFile.getModificationTime() >= finalIndexZipFile.getModificationTime()
                  || zipFile.getLen() != finalIndexZipFile.getLen()) {
                log.info(
                    ""File[%s / %s / %sB] existed, but wasn't the same as [%s / %s / %sB]"",
                    finalIndexZipFile.getPath(),
                    DateTimes.utc(finalIndexZipFile.getModificationTime()),
                    finalIndexZipFile.getLen(),
                    zipFile.getPath(),
                    DateTimes.utc(zipFile.getModificationTime()),
                    zipFile.getLen()
                );
                outputFS.delete(finalIndexZipFilePath, false);
                needRename = true;
              } else {
                log.info(
                    ""File[%s / %s / %sB] existed and will be kept"",
                    finalIndexZipFile.getPath(),
                    DateTimes.utc(finalIndexZipFile.getModificationTime()),
                    finalIndexZipFile.getLen()
                );
                needRename = false;
              }
            } else {
              needRename = true;
            }

            if (needRename) {
              log.info(""Attempting rename from [%s] to [%s]"", indexZipFilePath, finalIndexZipFilePath);
              return outputFS.rename(indexZipFilePath, finalIndexZipFilePath);
            } else {
              return true;
            }
          },
          FileUtils.IS_EXCEPTION,
          NUM_RETRIES
      );
    }
    catch (Exception e) {
      throw new RuntimeException(e);
    }
  }","/**
   * Rename the file. This works around some limitations of both FileContext (no s3n support) and NativeS3FileSystem.rename
   * which will not overwrite
   *
   * @param outputFS              The output fs
   * @param indexZipFilePath      The original file path
   * @param finalIndexZipFilePath The to rename the original file to
   *
   * @return False if a rename failed, true otherwise (rename success or no rename needed)
   */",67087d9d82a3a5339cc3dcc0
"@Override
	default Locale resolveLocale(HttpServletRequest request) {
		Locale locale = resolveLocaleContext(request).getLocale();
		return (locale != null ? locale : request.getLocale());
	}","/**
	 * Default implementation of {@link LocaleResolver#resolveLocale(HttpServletRequest)}
	 * that delegates to {@link #resolveLocaleContext(HttpServletRequest)}, falling
	 * back to {@link HttpServletRequest#getLocale()} if necessary.
	 * @param request the request to resolve the locale for
	 * @return the current locale (never {@code null})
	 * @since 6.0
	 */",67087d9d82a3a5339cc3dcc1
"@Override
	public void destroy() {
		if (this.applicationContext == null) {
			stop();
		}
	}","/**
	 * Stops the resources if initialized outside an ApplicationContext.
	 * This is for backwards compatibility; the preferred way is to rely on
	 * the ApplicationContext's {@link SmartLifecycle lifecycle management}.
	 * @see #stop()
	 */",67087d9d82a3a5339cc3dcc2
"public static byte[] md5Digest(byte[] bytes) {
		return digest(MD5_ALGORITHM_NAME, bytes);
	}","/**
	 * Calculate the MD5 digest of the given bytes.
	 * @param bytes the bytes to calculate the digest over
	 * @return the digest
	 */",67087d9d82a3a5339cc3dcc3
"protected void initialize(ConfigurableEnvironment environment, ClassLoader classLoader) {
		getLoggingSystemProperties(environment).apply();
		this.logFile = LogFile.get(environment);
		if (this.logFile != null) {
			this.logFile.applyToSystemProperties();
		}
		this.loggerGroups = new LoggerGroups(DEFAULT_GROUP_LOGGERS);
		initializeEarlyLoggingLevel(environment);
		initializeSystem(environment, this.loggingSystem, this.logFile);
		initializeFinalLoggingLevels(environment, this.loggingSystem);
		registerShutdownHookIfNecessary(environment, this.loggingSystem);
	}","/**
	 * Initialize the logging system according to preferences expressed through the
	 * {@link Environment} and the classpath.
	 * @param environment the environment
	 * @param classLoader the classloader
	 */",67087d9d82a3a5339cc3dcc4
"public CorsConfiguration applyPermitDefaultValues() {
		if (this.allowedOrigins == null && this.allowedOriginPatterns == null) {
			this.allowedOrigins = DEFAULT_PERMIT_ALL;
		}
		if (this.allowedMethods == null) {
			this.allowedMethods = DEFAULT_PERMIT_METHODS;
			this.resolvedMethods = DEFAULT_PERMIT_METHODS
					.stream().map(HttpMethod::valueOf).toList();
		}
		if (this.allowedHeaders == null) {
			this.allowedHeaders = DEFAULT_PERMIT_ALL;
		}
		if (this.maxAge == null) {
			this.maxAge = 1800L;
		}
		return this;
	}","/**
	 * By default {@code CorsConfiguration} does not permit any cross-origin
	 * requests and must be configured explicitly. Use this method to switch to
	 * defaults that permit all cross-origin requests for GET, HEAD, and POST,
	 * but not overriding any values that have already been set.
	 * <p>The following defaults are applied for values that are not set:
	 * <ul>
	 * <li>Allow all origins with the special value {@code ""*""} defined in the
	 * CORS spec. This is set only if neither {@link #setAllowedOrigins origins}
	 * nor {@link #setAllowedOriginPatterns originPatterns} are already set.</li>
	 * <li>Allow ""simple"" methods {@code GET}, {@code HEAD} and {@code POST}.</li>
	 * <li>Allow all headers.</li>
	 * <li>Set max age to 1800 seconds (30 minutes).</li>
	 * </ul>
	 */",67087d9d82a3a5339cc3dcc5
"void skipBlock(IndexInput in) throws IOException {
        final int numBits = in.readByte();
        if (numBits == ALL_VALUES_EQUAL) {
            in.readVInt();
            return;
        }
        assert numBits > 0 && numBits <= 32 : numBits;
        final int encodedSize = encodedSizes[numBits];
        in.seek(in.getFilePointer() + encodedSize);
    }","/**
     * Skip the next block of data.
     *
     * @param in the input where to read data
     * @throws IOException If there is a low-level I/O error
     */",67087d9d82a3a5339cc3dcc6
"public void setHeaderName(String headerName) {
		Assert.hasText(headerName, ""'headerName' must not be empty"");
		this.headerName = headerName;
	}","/**
	 * Set the name of the session header to use for the session ID.
	 * <p>The name is used to extract the session ID from the request headers as
	 * well to set the session ID on the response headers.
	 * <p>By default set to {@code DEFAULT_HEADER_NAME}
	 * @param headerName the header name
	 */",67087d9d82a3a5339cc3dcc7
"public double nextDouble(double n) {
        checkPositive(n, ""n"");
        return nextDouble() * n;
    }","/**
     * Returns a pseudorandom, uniformly distributed {@code double} value
     * between 0 (inclusive) and the specified value (exclusive).
     *
     * @param n the bound on the random number to be returned.  Must be
     *        positive.
     * @return the next value
     * @throws IllegalArgumentException if n is not positive
     */",67087d9d82a3a5339cc3dcc8
"public static LongsColumn create(ColumnarLongs column, ImmutableBitmap nullValueBitmap)
  {
    if (nullValueBitmap.isEmpty()) {
      return new LongsColumn(column);
    } else {
      return new LongsColumnWithNulls(column, nullValueBitmap);
    }
  }","/**
   * Factory method to create LongsColumn.
   */",67087d9d82a3a5339cc3dcc9
"public static int getNumChannels() {
        return httpChannels.size();
    }","/**
     * Returns the number of channels tracked globally.
     */",67087d9d82a3a5339cc3dcca
"protected QueryBuilder rewriteQuery(
        QB queryBuilder,
        QueryRewriteContext coordinatorRewriteContext,
        SearchExecutionContext shardRewriteContext
    ) throws IOException {
        // The first rewriteAndFetch call simulates rewriting on the coordinator node
        // The second rewriteAndFetch call simulates rewriting on the shard
        QueryBuilder rewritten = rewriteAndFetch(queryBuilder, coordinatorRewriteContext);
        // extra safety to fail fast - serialize the rewritten version to ensure it's serializable.
        assertSerialization(rewritten);
        rewritten = rewriteAndFetch(rewritten, shardRewriteContext);
        // extra safety to fail fast - serialize the rewritten version to ensure it's serializable.
        assertSerialization(rewritten);
        return rewritten;
    }","/**
     * Simulate rewriting the query builder in stages across the coordinator node and data node.
     * It is rewritten on the coordinator node first, then again on the data node.
     *
     * @param queryBuilder The query builder to rewrite
     * @param coordinatorRewriteContext the coordinator node rewrite context
     * @param shardRewriteContext The data node rewrite context
     * @return The rewritten query builder
     * @throws IOException
     */",67087d9d82a3a5339cc3dccb
"private static String stripPrefixOrNull(String str, String prefix) {
        return str == null || str.startsWith(prefix) == false ? null : str.substring(prefix.length());
    }","/**
     * @return If the string starts with the prefix, this returns the string without the prefix.
     *         Otherwise, this return null.
     */",67087d9d82a3a5339cc3dccc
"private void updateStageExecutions(StreamingPlanSection section, Map<PlanFragment, PlanFragment> oldToNewFragment)
    {
        StreamingPlanSection newSection = new StreamingPlanSection(rewriteStreamingSubPlan(section.getPlan(), oldToNewFragment), section.getChildren());
        PlanFragment sectionRootFragment = newSection.getPlan().getFragment();
        Optional<int[]> bucketToPartition;
        OutputBuffers outputBuffers;
        ExchangeLocationsConsumer locationsConsumer;
        if (isRootFragment(sectionRootFragment)) {
            bucketToPartition = Optional.of(new int[1]);
            outputBuffers = createInitialEmptyOutputBuffers(sectionRootFragment.getPartitioningScheme().getPartitioning().getHandle())
                    .withBuffer(new OutputBufferId(0), BROADCAST_PARTITION_ID)
                    .withNoMoreBufferIds();
            OutputBufferId rootBufferId = getOnlyElement(outputBuffers.getBuffers().keySet());
            locationsConsumer = (fragmentId, tasks, noMoreExchangeLocations) ->
                    updateQueryOutputLocations(queryStateMachine, rootBufferId, tasks, noMoreExchangeLocations);
        }
        else {
            bucketToPartition = Optional.empty();
            outputBuffers = createDiscardingOutputBuffers();
            locationsConsumer = (fragmentId, tasks, noMoreExchangeLocations) -> {};
        }
        SectionExecution sectionExecution = sectionExecutionFactory.createSectionExecutions(
                session,
                newSection,
                locationsConsumer,
                bucketToPartition,
                outputBuffers,
                summarizeTaskInfo,
                remoteTaskFactory,
                splitSourceFactory,
                0);
        addStateChangeListeners(sectionExecution);
        Map<StageId, StageExecutionAndScheduler> updatedStageExecutions = sectionExecution.getSectionStages().stream()
                .collect(toImmutableMap(execution -> execution.getStageExecution().getStageExecutionId().getStageId(), identity()));
        synchronized (this) {
            stageExecutions.putAll(updatedStageExecutions);
        }
    }","/**
     * Utility function that rebuild a StreamingPlanSection, re-create stageExecutionAndScheduler for each of its stage, and finally update the stageExecutions map.
     */",67087d9d82a3a5339cc3dccd
"public static void releaseConnection(@Nullable Connection con, @Nullable DataSource dataSource) {
		try {
			doReleaseConnection(con, dataSource);
		}
		catch (SQLException ex) {
			logger.debug(""Could not close JDBC Connection"", ex);
		}
		catch (Throwable ex) {
			logger.debug(""Unexpected exception on closing JDBC Connection"", ex);
		}
	}","/**
	 * Close the given Connection, obtained from the given DataSource,
	 * if it is not managed externally (that is, not bound to the thread).
	 * @param con the Connection to close if necessary
	 * (if this is {@code null}, the call will be ignored)
	 * @param dataSource the DataSource that the Connection was obtained from
	 * (may be {@code null})
	 * @see #getConnection
	 */",67087d9d82a3a5339cc3dcce
"public void setConnectTimeout(int connectTimeout) {
		Assert.isTrue(connectTimeout >= 0, ""Timeout must be a non-negative value"");
		this.httpClient.setConnectTimeout(connectTimeout);
	}","/**
	 * Set the underlying connect timeout in milliseconds.
	 * A value of 0 specifies an infinite timeout.
	 * <p>Default is 5 seconds.
	 */",67087d9d82a3a5339cc3dccf
"@Nullable
  private static RexNode tryDecomposeConcatEquals(
      final RexCall concatCall,
      final RexNode matchRexNode,
      final RexBuilder rexBuilder
  )
  {
    final String matchValue = getAsString(matchRexNode);
    if (matchValue == null) {
      return null;
    }

    // We can decompose if all nonliterals are separated by literals, and if each literal appears in the matchValue
    // string exactly the number of times that it appears in the call to CONCAT. (In this case, the concatenation can
    // be unambiguously reversed.)
    final StringBuilder regexBuilder = new StringBuilder();
    final List<RexNode> nonLiterals = new ArrayList<>();

    // Order is important in literalCounter, since we look for later literals only after the first occurrences of
    // earlier literals. So, use LinkedHashMultiset to preserve order.
    final Multiset<String> literalCounter = LinkedHashMultiset.create();
    boolean expectLiteral = false; // If true, next operand must be a literal.
    for (int i = 0; i < concatCall.getOperands().size(); i++) {
      final RexNode operand = concatCall.getOperands().get(i);
      if (RexUtil.isLiteral(operand, true)) {
        final String operandValue = getAsString(operand);
        if (operandValue == null || operandValue.isEmpty()) {
          return null;
        }

        regexBuilder.append(Pattern.quote(operandValue));
        literalCounter.add(operandValue);
        expectLiteral = false;
      } else {
        if (expectLiteral) {
          return null;
        }

        nonLiterals.add(operand);
        regexBuilder.append(""(.*)"");
        expectLiteral = true;
      }
    }

    // Verify, using literalCounter, that each literal appears in the matchValue the correct number of times.
    int checkPos = 0;
    for (Multiset.Entry<String> entry : literalCounter.entrySet()) {
      final int occurrences = countOccurrences(matchValue.substring(checkPos), entry.getElement());
      if (occurrences > entry.getCount()) {
        // If occurrences > entry.getCount(), the match is ambiguous; consider concat(x, 'x', y) = '2x3x4'
        return null;
      } else if (occurrences < entry.getCount()) {
        return impossibleMatch(nonLiterals, rexBuilder);
      } else {
        // Literal N + 1 can be ignored if it appears before literal N, because it can't possibly match. Consider the
        // case where [CONCAT(a, ' (', b, 'x', ')') = 'xxx (2x4)']. This is unambiguous, because 'x' only appears once
        // after the first ' ('.
        checkPos = matchValue.indexOf(entry.getElement()) + 1;
      }
    }

    // Apply the regex to the matchValue to get the expected value of each non-literal.
    final Pattern regex = Pattern.compile(regexBuilder.toString(), Pattern.DOTALL);
    final Matcher matcher = regex.matcher(matchValue);
    if (matcher.matches()) {
      final List<RexNode> conditions = new ArrayList<>(nonLiterals.size());
      for (int i = 0; i < nonLiterals.size(); i++) {
        final RexNode operand = nonLiterals.get(i);
        conditions.add(
            rexBuilder.makeCall(
                SqlStdOperatorTable.EQUALS,
                operand,
                rexBuilder.makeLiteral(matcher.group(i + 1))
            )
        );
      }

      return RexUtil.composeConjunction(rexBuilder, conditions);
    } else {
      return impossibleMatch(nonLiterals, rexBuilder);
    }
  }","/**
   * Convert [CONCAT(x, '-', y) = 'a-b'] => [x = 'a' AND y = 'b'].
   *
   * @param concatCall   the call to concat, i.e. CONCAT(x, '-', y)
   * @param matchRexNode the literal being matched, i.e. 'a-b'
   * @param rexBuilder   rex builder
   */",67087d9d82a3a5339cc3dcd0
"public synchronized <T> boolean containsAsset (T asset) {
		ObjectMap<String, RefCountedContainer> assetsByType = assets.get(asset.getClass());
		if (assetsByType == null) return false;
		for (RefCountedContainer assetRef : assetsByType.values())
			if (assetRef.object == asset || asset.equals(assetRef.object)) return true;
		return false;
	}","/** @param asset the asset
	 * @return whether the asset is contained in this manager */",67087d9d82a3a5339cc3dcd1
"private static int directCompareCompressedBigDecimal(CompressedBigDecimal lhs, CompressedBigDecimal rhs)
  {
    // this short-circuit serves two functions: 1. it speeds up comparison in +/- cases 2. it avoids the case of
    // overflow of positive - negative and negative - positive. p - p and n - n both fit in the given allotment of ints
    if (lhs.isNonNegative() && rhs.isNegative()) {
      return 1;
    } else if (lhs.isNegative() && rhs.isNonNegative()) {
      return -1;
    }

    int size = Math.max(lhs.getArraySize(), rhs.getArraySize());
    int[] result = new int[size];
    int borrow = 0;
    // for each argument, if it's negative, our extension will be -1/INT_MASK (all 1s). else, all 0s
    long lhsExtension = lhs.getArrayEntry(lhs.getArraySize() - 1) < 0 ? INT_MASK : 0;
    long rhsExtension = rhs.getArrayEntry(rhs.getArraySize() - 1) < 0 ? INT_MASK : 0;
    boolean nonZeroValues = false;

    for (int i = 0; i < size; i++) {
      // ""dynamically"" extend lhs/rhs if it's shorter than the other using extensions computed above
      long leftElement = i < lhs.getArraySize() ? (INT_MASK & lhs.getArrayEntry(i)) : lhsExtension;
      long rightElement = i < rhs.getArraySize() ? (INT_MASK & rhs.getArrayEntry(i)) : rhsExtension;
      long resultElement = leftElement - rightElement - borrow;

      borrow = 0;

      if (resultElement < 0) {
        borrow = 1;
        resultElement += 1L << 32;
      }

      result[i] = (int) resultElement;

      if (!nonZeroValues && resultElement != 0) {
        nonZeroValues = true;
      }
    }

    int signum = 0;

    if (nonZeroValues) {
      signum = result[size - 1] < 0 ? -1 : 1;
    }

    return signum;
  }","/**
   * performs a subtraction of lhs - rhs to compare elements
   *
   * @param lhs
   * @param rhs
   * @return
   */",67087d9d82a3a5339cc3dcd2
"public void add (Renderable renderable) {
		if (!building) throw new GdxRuntimeException(""Can only add items to the ModelCache in between .begin() and .end()"");
		if (renderable.bones == null)
			items.add(renderable);
		else
			renderables.add(renderable);
	}","/** Adds the specified {@link Renderable} to the cache. Must be called in between a call to {@link #begin()} and
	 * {@link #end()}. All member objects might (depending on possibilities) be used by reference and should not change while the
	 * cache is used. If the {@link Renderable#bones} member is not null then skinning is assumed and the renderable will be added
	 * as-is, by reference. Otherwise the renderable will be merged with other renderables as much as possible, depending on the
	 * {@link Mesh#getVertexAttributes()}, {@link Renderable#material} and primitiveType (in that order). The
	 * {@link Renderable#environment}, {@link Renderable#shader} and {@link Renderable#userData} values (if any) are removed.
	 * @param renderable The {@link Renderable} to add, should not change while the cache is needed. */",67087d9d82a3a5339cc3dcd3
"@Nullable
	public final ClassLoader getBeanClassLoader() {
		return this.reader.getBeanClassLoader();
	}","/**
	 * Return the bean class loader to use, if any.
	 * <p>Note that this will be null in regular scenarios,
	 * as an indication to lazily resolve bean classes.
	 * @see XmlBeanDefinitionReader#setBeanClassLoader
	 */",67087d9d82a3a5339cc3dcd4
"private void initSegmentAssignerIfRequired()
    {
      if (segmentAssigner != null || loadQueueManager == null) {
        return;
      }

      Preconditions.checkNotNull(druidCluster);
      Preconditions.checkNotNull(balancerStrategy);
      Preconditions.checkNotNull(usedSegments);
      Preconditions.checkNotNull(stats);

      if (segmentLoadingConfig == null) {
        segmentLoadingConfig = SegmentLoadingConfig.create(coordinatorDynamicConfig, usedSegments.size());
      }

      segmentAssigner = new StrategicSegmentAssigner(
          loadQueueManager,
          druidCluster,
          balancerStrategy,
          segmentLoadingConfig,
          stats
      );
    }","/**
     * Initializes {@link StrategicSegmentAssigner} used by historical management
     * duties for segment load/drop/move.
     */",67087d9d82a3a5339cc3dcd5
"public static void throwIfDoesNotExist(ConfigDataResource resource, Path pathToCheck) {
		throwIfDoesNotExist(resource, Files.exists(pathToCheck));
	}","/**
	 * Throw a {@link ConfigDataNotFoundException} if the specified {@link Path} does not
	 * exist.
	 * @param resource the config data resource
	 * @param pathToCheck the path to check
	 */",67087d9d82a3a5339cc3dcd6
"public final void setAngularVelocity (float w) {
		if (m_type == BodyType.STATIC) {
			return;
		}

		if (w * w > 0f) {
			setAwake(true);
		}

		m_angularVelocity = w;
	}","/** Set the angular velocity.
	 * 
	 * @param omega the new angular velocity in radians/second. */",67087d9d82a3a5339cc3dcd7
"public static CompatibilityVersions staticCurrent() {
        return new CompatibilityVersions(TransportVersion.current(), Map.of());
    }","/**
     * Current compatibility versions that can be determined statically
     *
     * <p>Some of our compatibility versions may be constructed at runtime, but in
     * many tests those will not be needed. This utility method returns only the ""current""
     * values for statically defined versions, like {@link TransportVersion#current()}.
     *
     * @return Compatibility versions known at compile time.
     */",67087d9d82a3a5339cc3dcd8
"@Override
        protected AzureSeedHostsProvider createSeedHostsProvider(
            final Settings settingsToUse,
            final AzureComputeService azureComputeService,
            final TransportService transportService,
            final NetworkService networkService
        ) {
            return new AzureSeedHostsProvider(settingsToUse, azureComputeService, transportService, networkService) {
                @Override
                protected String resolveInstanceAddress(final HostType hostTypeValue, final RoleInstance instance) {
                    if (hostTypeValue == HostType.PRIVATE_IP) {
                        DiscoveryNode discoveryNode = nodes.get(instance.getInstanceName());
                        if (discoveryNode != null) {
                            // Format the InetSocketAddress to a format that contains the port number
                            return NetworkAddress.format(discoveryNode.getAddress().address());
                        }
                    }
                    return super.resolveInstanceAddress(hostTypeValue, instance);
                }
            };
        }","/**
         * Defines a {@link AzureSeedHostsProvider} for testing purpose that is able to resolve
         * network addresses for Azure instances running on the same host but different ports.
         */",67087d9d82a3a5339cc3dcd9
"@Nullable
	protected String getMessageFromParent(String code, @Nullable Object[] args, Locale locale) {
		MessageSource parent = getParentMessageSource();
		if (parent != null) {
			if (parent instanceof AbstractMessageSource abstractMessageSource) {
				// Call internal method to avoid getting the default code back
				// in case of ""useCodeAsDefaultMessage"" being activated.
				return abstractMessageSource.getMessageInternal(code, args, locale);
			}
			else {
				// Check parent MessageSource, returning null if not found there.
				// Covers custom MessageSource impls and DelegatingMessageSource.
				return parent.getMessage(code, args, null, locale);
			}
		}
		// Not found in parent either.
		return null;
	}","/**
	 * Try to retrieve the given message from the parent {@code MessageSource}, if any.
	 * @param code the code to lookup up, such as 'calculator.noRateSet'
	 * @param args array of arguments that will be filled in for params
	 * within the message
	 * @param locale the locale in which to do the lookup
	 * @return the resolved message, or {@code null} if not found
	 * @see #getParentMessageSource()
	 */",67087d9d82a3a5339cc3dcda
"public void registerCustomEditor(Class<?> requiredType, PropertyEditor propertyEditor) {
		TypeConverter converter = getTypeConverter();
		if (!(converter instanceof PropertyEditorRegistry registry)) {
			throw new IllegalStateException(
					""TypeConverter does not implement PropertyEditorRegistry interface: "" + converter);
		}
		registry.registerCustomEditor(requiredType, propertyEditor);
	}","/**
	 * Register the given custom property editor for all properties of the given type.
	 * <p>Typically used in conjunction with the default
	 * {@link org.springframework.beans.SimpleTypeConverter}; will work with any
	 * TypeConverter that implements the PropertyEditorRegistry interface as well.
	 * @param requiredType type of the property
	 * @param propertyEditor editor to register
	 * @see #setTypeConverter
	 * @see org.springframework.beans.PropertyEditorRegistry#registerCustomEditor
	 */",67087d9d82a3a5339cc3dcdb
"public void createElasticUser(char[] passwordHash, ActionListener<Void> listener) {
        updateReservedUser(ElasticUser.NAME, passwordHash, DocWriteRequest.OpType.CREATE, RefreshPolicy.IMMEDIATE, listener);
    }","/**
     * Asynchronous method to create the elastic superuser with the given password hash. The cache for the user will be
     * cleared after the document has been indexed.
     */",67087d9d82a3a5339cc3dcdc
"@Override
    protected boolean canAccessAllDescribedEntities(IndexDescriptor descriptor) {
        propertyIds = descriptor.schema().getPropertyIds();
        int[] labelIds = descriptor.schema().getEntityTokenIds();
        AccessMode accessMode = read.getAccessMode();

        for (int label : labelIds) {
            /*
             * If there can be nodes in the index that that are disallowed to traverse,
             * post-filtering is needed.
             */
            if (!accessMode.allowsTraverseAllNodesWithLabel(label)) {
                return false;
            }
        }

        for (int propId : propertyIds) {
            /*
             * If reading the property is denied for some label,
             * there can be property values in the index that are disallowed,
             * so post-filtering is needed.
             */
            if (accessMode.disallowsReadPropertyForSomeLabel(propId)) {
                return false;
            }

            /*
             * If reading the property is not granted for all labels of the the index,
             * there can be property values in the index that are disallowed,
             * so post-filtering is needed.
             */
            for (int label : labelIds) {
                if (!accessMode.allowsReadNodeProperty(() -> Labels.from(label), propId)) {
                    return false;
                }
            }
        }
        return true;
    }","/**
     * Check that the user is allowed to access all nodes and properties given by the index descriptor.
     * <p>
     * If the current user is allowed to traverse all labels used in this index and read the properties
     * of all nodes in the index, we can skip checking on every node we get back.
     */",67087d9d82a3a5339cc3dcdd
"public void testBody() throws Exception {
        String body = ""{ \""field\"": \""value\"" }"";
        StringEntity entity = new StringEntity(body, ContentType.APPLICATION_JSON);
        for (String method : Arrays.asList(""DELETE"", ""GET"", ""PATCH"", ""POST"", ""PUT"")) {
            for (int okStatusCode : getOkStatusCodes()) {
                Request request = new Request(method, ""/"" + okStatusCode);
                request.setEntity(entity);
                Response response = restClient.performRequest(request);
                assertThat(response.getStatusLine().getStatusCode(), equalTo(okStatusCode));
                assertThat(EntityUtils.toString(response.getEntity()), equalTo(body));
            }
            for (int errorStatusCode : getAllErrorStatusCodes()) {
                Request request = new Request(method, ""/"" + errorStatusCode);
                request.setEntity(entity);
                try {
                    restClient.performRequest(request);
                    fail(""request should have failed"");
                } catch (ResponseException e) {
                    Response response = e.getResponse();
                    assertThat(response.getStatusLine().getStatusCode(), equalTo(errorStatusCode));
                    assertThat(EntityUtils.toString(response.getEntity()), equalTo(body));
                    assertExceptionStackContainsCallingMethod(e);
                }
            }
        }
        for (String method : Arrays.asList(""HEAD"", ""OPTIONS"", ""TRACE"")) {
            Request request = new Request(method, ""/"" + randomStatusCode(getRandom()));
            request.setEntity(entity);
            try {
                performRequestSyncOrAsync(restClient, request);
                fail(""request should have failed"");
            } catch (UnsupportedOperationException e) {
                assertThat(e.getMessage(), equalTo(method + "" with body is not supported""));
            }
        }
    }","/**
     * End to end test for request and response body. Exercises the mock http client ability to send back
     * whatever body it has received.
     */",67087d9d82a3a5339cc3dcde
"public long cpuTimeMillis() {
            long cpuTimeNanos = cpuClock.cpuTimeNanos(transactionThreadId);
            return (cpuTimeNanos < 0) ? -1 : NANOSECONDS.toMillis(cpuTimeNanos - cpuTimeNanosWhenQueryStarted);
        }","/**
         * Return CPU time used by current transaction in milliseconds
         * @return the current CPU time used by the transaction, in milliseconds.
         */",67087d9d82a3a5339cc3dcdf
